Student_ID,Status,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-4217,Dropout,1,95.0,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,100.0,133.1,4,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-4218,Graduate,0,3.9,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,128.2,132.0,6,6,12.333333333333334,6,6,13.5,100.0,12.92,Baik (>75%),9.4,-0.8,-3.12
STD-4219,Enrolled,0,3.9,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,135.0,135.0,6,6,13.5,6,6,13.333333333333334,100.0,13.42,Baik (>75%),12.4,0.5,1.79
STD-4220,Graduate,0,2.7,Rendah,Social Service,1st phase - Madeira,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.0,135.0,6,5,13.0,6,6,11.833333333333334,91.7,12.42,Baik (>75%),10.8,1.4,1.74
STD-4221,Dropout,1,92.4,Tinggi,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,147.0,133.1,5,2,12.5,5,0,0.0,20.0,6.25,Kritis (<25%),9.4,-0.8,-3.12
STD-4222,Graduate,0,4.2,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,149.5,168.0,6,6,17.0,6,6,16.0,100.0,16.5,Baik (>75%),12.4,0.5,1.79
STD-4223,Graduate,0,1.9,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,144.4,143.0,6,6,13.5,6,6,13.0,100.0,13.25,Baik (>75%),10.8,1.4,1.74
STD-4224,Graduate,0,2.1,Rendah,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,116.0,116.0,6,6,12.714285714285714,6,6,11.833333333333334,100.0,12.27,Baik (>75%),8.9,1.4,3.51
STD-4225,Graduate,0,6.1,Rendah,Nursing,Change of course,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,120.7,134.0,7,6,13.0,8,8,13.927272727272726,93.3,13.46,Baik (>75%),16.2,0.3,-0.92
STD-4226,Graduate,0,3.0,Rendah,Social Service,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,141.8,140.0,6,6,12.571428571428571,6,6,13.5,100.0,13.04,Baik (>75%),12.4,0.5,1.79
STD-4227,Dropout,1,2.9,Rendah,Social Service (eve),2nd phase - general,Kelas Malam,Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,119.7,133.0,6,4,11.5,6,6,11.5,83.3,11.5,Baik (>75%),9.4,-0.8,-3.12
STD-4228,Graduate,0,6.6,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,118.4,125.0,6,6,13.5,6,6,13.285714285714286,100.0,13.39,Baik (>75%),11.1,0.6,2.02
STD-4229,Enrolled,0,13.4,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,45,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,134.5,133.1,6,5,13.6,6,5,13.0,83.3,13.3,Baik (>75%),15.5,2.8,-4.06
STD-4230,Dropout,1,97.1,Tinggi,Veterinary Nursing,Over 23 years old,Reguler (Siang),Perempuan,28-35,28,Married,Tidak,Menunggak,Ya,Tidak,Tidak,Domestik,128.2,133.1,5,1,12.0,5,0,0.0,10.0,6.0,Kritis (<25%),9.4,-0.8,-3.12
STD-4231,Graduate,0,4.4,Rendah,Nursing,Change of course,Reguler (Siang),Perempuan,28-35,28,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.0,137.0,7,7,14.95,8,8,14.7375,100.0,14.84,Baik (>75%),13.9,-0.3,0.79
STD-4232,Enrolled,0,25.1,Rendah,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,25,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,140.0,5,4,11.25,5,4,12.0,80.0,11.62,Baik (>75%),12.7,3.7,-1.7
STD-4233,Dropout,1,89.8,Tinggi,Advertising & Marketing,Change of course,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,120.7,134.0,6,3,10.666666666666666,6,4,12.25,58.3,11.46,Sedang (50-75%),15.5,2.8,-4.06
STD-4234,Graduate,0,5.4,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.5,139.0,8,7,14.992857142857142,8,7,14.992857142857142,87.5,14.99,Baik (>75%),10.8,1.4,1.74
STD-4235,Enrolled,0,23.3,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,107.4,113.0,5,3,10.5,5,4,11.25,70.0,10.88,Sedang (50-75%),12.4,0.5,1.79
STD-4236,Enrolled,0,41.1,Sedang,Social Service,1st phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,100.0,133.1,6,4,11.25,6,3,11.0,58.3,11.12,Sedang (50-75%),8.9,1.4,3.51
STD-4237,Graduate,0,3.7,Rendah,Journalism & Comm,Change of course,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,125.0,132.0,6,6,12.333333333333334,6,6,14.0,100.0,13.17,Baik (>75%),12.4,0.5,1.79
STD-4238,Enrolled,0,2.3,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.5,127.0,7,6,13.016666666666666,7,6,13.016666666666666,85.7,13.02,Baik (>75%),7.6,2.6,0.32
STD-4239,Dropout,1,94.7,Tinggi,Veterinary Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,127.2,123.0,5,3,11.333333333333334,5,2,11.5,50.0,11.42,Rendah (25-50%),7.6,2.6,0.32
STD-4240,Graduate,0,27.1,Rendah,Veterinary Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,160.0,130.0,6,6,16.142857142857142,6,6,14.666666666666666,100.0,15.4,Baik (>75%),13.9,-0.3,0.79
STD-4241,Graduate,0,10.3,Rendah,Veterinary Nursing,Change of institution/course,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,125.0,6,6,14.833333333333334,6,5,13.833333333333334,91.7,14.33,Baik (>75%),11.1,0.6,2.02
STD-4242,Dropout,1,18.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,141.5,140.0,8,7,13.327142857142857,8,7,13.327142857142857,87.5,13.33,Baik (>75%),10.8,1.4,1.74
STD-4243,Dropout,1,95.7,Tinggi,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,111.4,111.0,6,4,11.0,6,2,11.5,50.0,11.25,Rendah (25-50%),12.7,3.7,-1.7
STD-4244,Enrolled,0,34.1,Sedang,Communication Design,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,136.6,132.0,6,6,11.714285714285714,6,6,10.375,100.0,11.04,Baik (>75%),13.9,-0.3,0.79
STD-4245,Dropout,1,4.8,Rendah,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,154.6,150.0,12,12,12.333333333333334,11,10,12.727272727272728,95.7,12.53,Baik (>75%),8.9,1.4,3.51
STD-4246,Dropout,1,93.1,Tinggi,Basic Education,3rd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,111.4,118.0,7,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-4247,Dropout,1,66.4,Tinggi,Management (evening),Change of course,Kelas Malam,Perempuan,>35,39,Married,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,120.1,150.0,15,12,11.916666666666666,13,8,11.25,71.4,11.58,Sedang (50-75%),10.8,1.4,1.74
STD-4248,Graduate,0,2.6,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,37,Married,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,100.0,6,6,11.833333333333334,6,6,11.0,100.0,11.42,Baik (>75%),7.6,2.6,0.32
STD-4249,Dropout,1,94.4,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Perempuan,28-35,30,Married,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,140.0,130.0,7,3,12.333333333333334,7,3,11.666666666666666,42.9,12.0,Rendah (25-50%),13.9,-0.3,0.79
STD-4250,Graduate,0,5.4,Rendah,Management (evening),Change of course,Kelas Malam,Perempuan,>35,41,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,130.0,10,10,14.3,10,10,14.2,100.0,14.25,Baik (>75%),12.7,3.7,-1.7
STD-4251,Dropout,1,91.0,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Perempuan,>35,40,Divorced,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,100.0,133.1,8,5,11.832,8,5,11.832,62.5,11.83,Sedang (50-75%),9.4,-0.8,-3.12
STD-4252,Dropout,1,81.9,Tinggi,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,106.1,112.0,5,2,10.0,5,0,0.0,20.0,5.0,Kritis (<25%),9.4,-0.8,-3.12
STD-4253,Graduate,0,6.3,Rendah,Management (evening),1st phase - general,Kelas Malam,Perempuan,28-35,28,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,151.4,144.0,5,5,12.0,5,5,11.6,100.0,11.8,Baik (>75%),7.6,2.6,0.32
STD-4254,Dropout,1,94.7,Tinggi,Basic Education,3rd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,113.7,120.0,7,5,12.2,7,0,0.0,35.7,6.1,Rendah (25-50%),12.4,0.5,1.79
STD-4255,Dropout,1,12.8,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,116.5,121.0,5,3,11.333333333333334,5,4,11.25,70.0,11.29,Sedang (50-75%),7.6,2.6,0.32
STD-4256,Dropout,1,6.9,Rendah,Social Service (eve),Holder of other higher course,Kelas Malam,Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,120.0,16,13,13.846153846153848,11,9,12.555555555555555,81.5,13.2,Baik (>75%),15.5,2.8,-4.06
STD-4257,Graduate,0,6.1,Rendah,Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,122.0,100.0,8,7,12.412857142857144,8,7,12.412857142857144,87.5,12.41,Baik (>75%),10.8,1.4,1.74
STD-4258,Enrolled,0,9.8,Rendah,Advertising & Marketing,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,117.1,115.0,5,3,12.666666666666666,5,4,12.75,70.0,12.71,Sedang (50-75%),7.6,2.6,0.32
STD-4259,Graduate,0,3.5,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.8,123.0,8,7,12.545714285714286,8,7,12.545714285714286,87.5,12.55,Baik (>75%),10.8,1.4,1.74
STD-4260,Dropout,1,14.8,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,141.4,134.0,6,3,13.0,6,2,14.0,41.7,13.5,Rendah (25-50%),9.4,-0.8,-3.12
STD-4261,Dropout,1,97.7,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,>35,48,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,110.0,123.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-4262,Dropout,1,72.4,Tinggi,Management (evening),Change of course,Kelas Malam,Perempuan,>35,38,Married,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,120.0,120.0,12,9,12.22222222222222,12,9,13.0,75.0,12.61,Sedang (50-75%),9.4,-0.8,-3.12
STD-4263,Graduate,0,2.3,Rendah,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.2,131.0,5,5,13.285714285714286,5,5,13.0,100.0,13.14,Baik (>75%),12.7,3.7,-1.7
STD-4264,Dropout,1,88.8,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,28-35,30,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,138.4,133.1,5,3,11.666666666666666,5,1,11.0,40.0,11.33,Rendah (25-50%),7.6,2.6,0.32
STD-4265,Graduate,0,1.7,Rendah,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,150.0,150.0,6,6,13.555555555555555,6,6,12.666666666666666,100.0,13.11,Baik (>75%),13.9,-0.3,0.79
STD-4266,Graduate,0,5.9,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.8,134.0,6,6,13.166666666666666,6,6,12.428571428571429,100.0,12.8,Baik (>75%),16.2,0.3,-0.92
STD-4267,Enrolled,0,42.4,Sedang,Animation & Multimedia,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,140.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-4268,Graduate,0,9.7,Rendah,Tourism,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,116.3,117.0,6,6,11.666666666666666,6,5,12.2,91.7,11.93,Baik (>75%),10.8,1.4,1.74
STD-4269,Dropout,1,8.3,Rendah,Management (evening),1st phase - general,Kelas Malam,Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,131.5,143.0,5,4,11.0,5,4,12.25,80.0,11.62,Baik (>75%),15.5,2.8,-4.06
STD-4270,Enrolled,0,60.9,Tinggi,Communication Design,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,141.0,142.0,6,6,13.0,6,1,10.0,58.3,11.5,Sedang (50-75%),10.8,1.4,1.74
STD-4271,Graduate,0,1.2,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,138.0,132.0,6,6,13.666666666666666,6,6,12.0,100.0,12.83,Baik (>75%),12.4,0.5,1.79
STD-4272,Dropout,1,8.7,Rendah,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.5,138.0,5,5,14.6,5,5,15.2,100.0,14.9,Baik (>75%),8.9,1.4,3.51
STD-4273,Graduate,0,3.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,127.0,131.0,8,7,12.514285714285714,8,7,12.514285714285714,87.5,12.51,Baik (>75%),12.7,3.7,-1.7
STD-4274,Enrolled,0,22.2,Rendah,Veterinary Nursing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,118.9,123.0,5,3,14.0,5,3,12.666666666666666,60.0,13.33,Sedang (50-75%),7.6,2.6,0.32
STD-4275,Enrolled,0,5.4,Rendah,Tourism,1st phase - general,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.5,131.0,6,6,13.166666666666666,6,5,12.6,91.7,12.88,Baik (>75%),7.6,2.6,0.32
STD-4276,Enrolled,0,21.4,Rendah,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.0,141.0,5,4,13.0,5,3,12.333333333333334,70.0,12.67,Sedang (50-75%),7.6,2.6,0.32
STD-4277,Dropout,1,97.0,Tinggi,Management,Over 23 years old,Reguler (Siang),Laki-laki,28-35,29,Facto Union,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,114.0,133.1,5,1,13.0,5,0,0.0,10.0,6.5,Kritis (<25%),8.9,1.4,3.51
STD-4278,Dropout,1,31.6,Sedang,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,116.7,116.0,5,1,10.0,5,3,13.666666666666666,40.0,11.83,Rendah (25-50%),7.6,2.6,0.32
STD-4279,Graduate,0,16.4,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Ya,Lunas,Ya,Ya,Tidak,Domestik,125.1,123.0,6,6,14.333333333333334,6,6,15.333333333333334,100.0,14.83,Baik (>75%),11.1,0.6,2.02
STD-4280,Dropout,1,86.9,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,137.2,133.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-4281,Dropout,1,94.6,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,111.4,133.1,5,1,11.0,5,0,0.0,10.0,5.5,Kritis (<25%),13.9,-0.3,0.79
STD-4282,Enrolled,0,95.4,Tinggi,Veterinary Nursing,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,105.0,133.1,6,3,11.25,6,0,0.0,25.0,5.62,Kritis (<25%),12.4,0.5,1.79
STD-4283,Dropout,1,16.0,Rendah,Management,3rd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.3,140.0,5,4,10.75,5,3,10.571428571428571,70.0,10.66,Sedang (50-75%),10.8,1.4,1.74
STD-4284,Dropout,1,96.7,Tinggi,Management,Over 23 years old,Reguler (Siang),Laki-laki,28-35,28,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,132.0,100.0,5,1,11.0,5,0,0.0,10.0,5.5,Kritis (<25%),10.8,1.4,1.74
STD-4285,Enrolled,0,1.0,Rendah,Oral Hygiene,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,110.0,130.0,7,6,10.857142857142858,7,7,11.857142857142858,92.9,11.36,Baik (>75%),12.7,3.7,-1.7
STD-4286,Enrolled,0,25.6,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,134.7,134.0,5,4,11.75,5,3,11.0,70.0,11.38,Sedang (50-75%),7.6,2.6,0.32
STD-4287,Graduate,0,20.4,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,136.8,134.0,5,5,12.8,5,4,13.666666666666666,90.0,13.23,Baik (>75%),10.8,1.4,1.74
STD-4288,Graduate,0,11.8,Rendah,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,160.0,160.0,5,3,12.333333333333334,5,5,11.4,80.0,11.87,Baik (>75%),9.4,-0.8,-3.12
STD-4289,Dropout,1,95.6,Tinggi,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,23,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,130.0,130.0,6,2,11.333333333333334,6,2,13.0,33.3,12.17,Rendah (25-50%),13.9,-0.3,0.79
STD-4290,Graduate,0,9.3,Rendah,Social Service,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.8,141.0,6,5,11.6,6,6,11.166666666666666,91.7,11.38,Baik (>75%),10.8,1.4,1.74
STD-4291,Graduate,0,6.6,Rendah,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,148.4,147.0,14,12,10.923076923076923,13,11,12.181818181818182,85.2,11.55,Baik (>75%),11.1,0.6,2.02
STD-4292,Graduate,0,48.8,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.4,137.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-4293,Graduate,0,7.1,Rendah,Nursing,Over 23 years old,Reguler (Siang),Laki-laki,28-35,32,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,126.0,130.0,7,7,13.62857142857143,8,8,13.9125,100.0,13.77,Baik (>75%),13.9,-0.3,0.79
STD-4294,Dropout,1,90.2,Tinggi,Tourism,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.7,119.0,6,3,10.333333333333334,6,1,11.0,33.3,10.67,Rendah (25-50%),10.8,1.4,1.74
STD-4295,Graduate,0,17.2,Rendah,Agronomy,Over 23 years old,Reguler (Siang),Laki-laki,28-35,32,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,130.0,18,18,13.736842105263158,13,12,13.75,96.8,13.74,Baik (>75%),15.5,2.8,-4.06
STD-4296,Enrolled,0,51.3,Sedang,Agronomy,Over 23 years old,Reguler (Siang),Laki-laki,28-35,28,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,130.0,13,8,11.625,10,6,11.0,60.9,11.31,Sedang (50-75%),15.5,2.8,-4.06
STD-4297,Graduate,0,20.2,Rendah,Communication Design,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Ya,Ya,Ya,Domestik,116.3,120.0,7,4,11.5,9,7,12.142857142857142,68.8,11.82,Sedang (50-75%),12.4,0.5,1.79
STD-4298,Graduate,0,2.9,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,133.9,130.0,6,5,14.0,6,6,13.0,91.7,13.5,Baik (>75%),10.8,1.4,1.74
STD-4299,Dropout,1,81.9,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,150.3,150.0,5,3,11.333333333333334,5,0,0.0,30.0,5.67,Rendah (25-50%),10.8,1.4,1.74
STD-4300,Dropout,1,69.6,Tinggi,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,118.3,120.0,5,1,10.0,5,1,10.0,20.0,10.0,Kritis (<25%),12.7,3.7,-1.7
STD-4301,Graduate,0,12.0,Rendah,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,130.0,6,5,11.714285714285714,6,5,12.0,83.3,11.86,Baik (>75%),16.2,0.3,-0.92
STD-4302,Dropout,1,64.9,Tinggi,Animation & Multimedia,Change of course,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,140.0,140.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-4303,Dropout,1,49.2,Sedang,Management,2nd phase - general,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.4,130.0,15,13,10.76923076923077,14,12,11.833333333333334,86.2,11.3,Baik (>75%),7.6,2.6,0.32
STD-4304,Dropout,1,10.0,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,139.7,147.0,6,5,11.6,6,6,12.0,91.7,11.8,Baik (>75%),9.4,-0.8,-3.12
STD-4305,Dropout,1,78.9,Tinggi,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,138.3,148.0,5,4,13.75,5,0,0.0,40.0,6.88,Rendah (25-50%),12.4,0.5,1.79
STD-4306,Dropout,1,15.7,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,123.2,133.0,5,4,11.0,5,5,10.5,90.0,10.75,Baik (>75%),13.9,-0.3,0.79
STD-4307,Dropout,1,96.5,Tinggi,Management,Transfer,Reguler (Siang),Laki-laki,24-27,25,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,120.0,135.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-4308,Dropout,1,84.2,Tinggi,Animation & Multimedia,Over 23 years old,Reguler (Siang),Laki-laki,>35,38,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.0,116.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-4309,Dropout,1,46.2,Sedang,Animation & Multimedia,Tech. specialization holder,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.2,110.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
